00:00	0.0	0.0	0.0	4.25
01:00	0.0	0.0	0.0	4.2
02:00	0.0	0.0	0.0	4.14
03:00	0.0	0.0	0.0	4.08
04:00	0.0	0.0	0.0	4.0
05:00	0.0	0.0	0.0	3.92
06:00	0.0	0.0	0.0	3.84
07:00	0.0	0.0	0.0	4.4
08:00	16.73	0.0	13.06	4.96
09:00	36.04	0.0	28.14	5.52
10:00	47.61	0.0	37.17	6.59
11:00	53.14	0.0	41.49	7.67
12:00	53.27	0.0	41.59	8.74
13:00	48.13	0.0	37.58	8.84
14:00	38.82	0.0	30.31	8.95
15:00	23.14	0.0	18.06	9.05
16:00	0.44	0.0	0.34	8.05
17:00	0.0	0.0	0.0	7.05
18:00	0.0	0.0	0.0	6.05
19:00	0.0	0.0	0.0	5.66
20:00	0.0	0.0	0.0	5.26
21:00	0.0	0.0	0.0	4.87
22:00	0.0	0.0	0.0	4.67
23:00	0.0	0.0	0.0	4.47
